Date,Close
2013-01-01,100.92744148200232
2013-01-02,102.40828267931568
2013-01-03,103.0110485779889
2013-01-04,102.19522636950175
2013-01-07,102.69139588369343
2013-01-08,102.87910727468775
2013-01-09,102.87076624619635
2013-01-10,102.14278597093315
2013-01-11,102.89364195555402
2013-01-14,104.77675579384352
2013-01-15,103.22262018989129
2013-01-16,104.39745391563109
2013-01-17,104.02820170469117
2013-01-18,103.95859725711907
2013-01-21,104.51963319086923
2013-01-22,103.52606736292671
2013-01-23,103.68935564780568
2013-01-24,104.85851192117174
2013-01-25,104.8876047415281
2013-01-28,105.66996215434715
2013-01-29,105.17284876403752
2013-01-30,105.25403007183027
2013-01-31,106.02007868850966
2013-02-01,105.94868816095469
2013-02-04,105.81870779225238
2013-02-05,105.66090093198689
2013-02-06,106.01437121912267
2013-02-07,107.02785969360393
2013-02-08,104.81575055911576
2013-02-11,104.92134826944972
2013-02-12,105.91333250508875
2013-02-13,105.67001777855005
2013-02-14,105.7642769009585
2013-02-15,106.03056728817789
2013-02-18,104.23961778141386
2013-02-19,104.06352592688776
2013-02-20,105.58475322782142
2013-02-21,104.64190804549759
2013-02-22,104.57756367769983
2013-02-25,104.0385849535074
2013-02-26,102.74346277789155
2013-02-27,102.1853729391382
2013-02-28,102.72551620115135
2013-03-01,103.31668338699934
2013-03-04,104.26704619289951
2013-03-05,105.31470070804387
2013-03-06,103.6783371793968
2013-03-07,103.33329830026695
2013-03-08,105.5969260326419
2013-03-11,106.07531255818141
2013-03-12,105.31248387697903
2013-03-13,103.99998630865217
2013-03-14,102.34163380913365
2013-03-15,102.50495026668644
2013-03-18,102.95299302152247
2013-03-19,102.51575413997274
2013-03-20,101.44097967724635
2013-03-21,101.15807066601357
2013-03-22,102.25272970515036
2013-03-25,101.3251819468994
2013-03-26,103.09811778744206
2013-03-27,102.74109948041053
2013-03-28,101.82841290423475
2013-03-29,99.86380144505766
2013-04-01,98.8549189221427
2013-04-02,101.47633264670934
2013-04-03,101.72486629885728
2013-04-04,101.36830848775877
2013-04-05,101.18399434739523
2013-04-08,100.83042423091318
2013-04-09,101.09656531127771
2013-04-10,102.14143695086277
2013-04-11,102.32929793623842
2013-04-12,101.81182359903217
2013-04-15,102.38523718259145
2013-04-16,102.44948862090433
2013-04-17,101.75016555239085
2013-04-18,102.97210694231661
2013-04-19,102.60260826746479
2013-04-22,103.27497781665654
2013-04-23,104.56304835466894
2013-04-24,103.818430280636
2013-04-25,104.05255320773965
2013-04-26,105.97145792102373
2013-04-29,106.6501103077251
2013-04-30,107.56940699670591
2013-05-01,107.3515246954691
2013-05-02,107.45776177477345
2013-05-03,107.91287010349828
2013-05-06,108.30557985646149
2013-05-07,109.43572232081524
2013-05-08,109.86390783888572
2013-05-09,109.45554834188992
2013-05-10,110.6193901735513
2013-05-13,110.07034357434611
2013-05-14,110.17417040455678
2013-05-15,109.53427388401154
2013-05-16,110.63280615357395
2013-05-17,110.82621353615892
2013-05-20,111.70125613281635
2013-05-21,112.52147107642499
2013-05-22,111.45189840741045
2013-05-23,111.58513102490585
2013-05-24,112.18149721813583
2013-05-27,111.69739264425397
2013-05-28,111.47413028615226
2013-05-29,110.83878121506622
2013-05-30,111.13776242641106
2013-05-31,112.53912156709546
2013-06-03,112.19598509994469
2013-06-04,111.90485970120196
2013-06-05,112.04964514709887
2013-06-06,113.35179831338137
2013-06-07,112.04098075651153
2013-06-10,113.56559653817594
2013-06-11,111.97681359076981
2013-06-12,113.01882041242153
2013-06-13,113.45578698864516
2013-06-14,115.05763938597431
2013-06-17,114.18399363089
2013-06-18,114.24205483508662
2013-06-19,113.3479538309746
2013-06-20,112.80373275159721
2013-06-21,112.0982720872401
2013-06-24,113.25192022696785
2013-06-25,113.50109779314228
2013-06-26,112.6186204067198
2013-06-27,112.4596321200632
2013-06-28,113.24399881923902
2013-07-01,113.62428810037129
2013-07-02,111.85697653741437
2013-07-03,110.68296168348827
2013-07-04,111.28220157057245
2013-07-05,112.20079399041342
2013-07-08,114.12637687257921
2013-07-09,114.32404112726977
2013-07-10,113.07674891824404
2013-07-11,112.42417379646248
2013-07-12,113.22726815459305
2013-07-15,113.40618688977989
2013-07-16,112.84065028277102
2013-07-17,110.78251544225621
2013-07-18,108.94106864228114
2013-07-19,108.88142167832005
2013-07-22,107.76731629498654
2013-07-23,108.35601477244283
2013-07-24,108.79884284415284
2013-07-25,108.28586163018366
2013-07-26,108.51761266440283
2013-07-29,110.22408581756189
2013-07-30,109.98759653235953
2013-07-31,110.50040520350132
2013-08-01,109.47567943550725
2013-08-02,109.95005957088875
2013-08-05,110.2828034791311
2013-08-06,109.18677556909537
2013-08-07,111.10086131113609
2013-08-08,110.9189622349496
2013-08-09,110.83156086888455
2013-08-12,110.00472712645355
2013-08-13,109.73900237273986
2013-08-14,110.88873395346701
2013-08-15,111.2456416122746
2013-08-16,110.21169311691142
2013-08-19,110.93998331236165
2013-08-20,110.91837798435675
2013-08-21,111.55518283258726
2013-08-22,112.5164956781389
2013-08-23,115.16142430492398
2013-08-26,116.07398955181189
2013-08-27,115.59314846309654
2013-08-28,115.20621191961442
2013-08-29,115.15602121054776
2013-08-30,115.64408202030097
2013-09-02,115.88080246852772
2013-09-03,115.73166186674435
2013-09-04,117.20187744064343
2013-09-05,117.2893405219429
2013-09-06,117.5960075775107
2013-09-09,116.97017599922592
2013-09-10,116.8819034495752
2013-09-11,117.06207916670519
2013-09-12,116.42397883173861
2013-09-13,116.29939899941832
2013-09-16,116.41317781913912
2013-09-17,118.14123811623159
2013-09-18,116.45380765519052
2013-09-19,116.06860375663368
2013-09-20,115.56523240652362
2013-09-23,115.8597081877437
2013-09-24,117.13926843106819
2013-09-25,116.83329071866568
2013-09-26,116.39732350427039
2013-09-27,116.69735622906224
2013-09-30,116.84095507670422
2013-10-01,118.12514525764858
2013-10-02,119.14399448308126
2013-10-03,118.09904255596214
2013-10-04,117.07362880390372
2013-10-07,115.61253634817277
2013-10-08,115.71257362278368
2013-10-09,114.31123309724107
2013-10-10,113.47295845106349
2013-10-11,112.7258727039598
2013-10-14,114.84058151481925
2013-10-15,114.79075186691635
2013-10-16,114.89231329105318
2013-10-17,113.79908803023179
2013-10-18,114.2075882593762
2013-10-21,114.05659972070299
2013-10-22,114.6547432110917
2013-10-23,115.49028369626357
2013-10-24,115.05504898325918
2013-10-25,115.82762763439044
2013-10-28,115.68515482702048
2013-10-29,113.67023816876527
2013-10-30,114.80373918797937
2013-10-31,115.02842325453463
2013-11-01,114.30992300934784
2013-11-04,115.55808467372988
2013-11-05,115.78927546339055
2013-11-06,116.54754885768928
2013-11-07,117.20590554377894
2013-11-08,117.4884099122532
2013-11-11,119.0036536077875
2013-11-12,118.6613501211725
2013-11-13,118.6158970060223
